subtype,edge_id,source,target,direction,p_x2y,p_y2x,direction_strength,info,n_subtypes
luma,ccnd2---hsd17b10,hsd17b10,ccnd2,hsd17b10 -> ccnd2,0.5,3.90010506263016e-4,0.499609989493737,40.574993,1
luma,bmp4---col6a3,bmp4,col6a3,bmp4 -> col6a3,3.96802941381117e-4,0.5,0.4996031970586189,33.885,1
luma,ccnd2---map2k4,map2k4,ccnd2,map2k4 -> ccnd2,0.5,4.35697953672873e-4,0.4995643020463271,30.194105,1
luma,ccnb1---ncoa3,ncoa3,ccnb1,ncoa3 -> ccnb1,0.5,9.49575300241425e-4,0.4990504246997586,55.955807,1
luma,nfkb1---runx1,nfkb1,runx1,nfkb1 -> runx1,0.001040413292869,0.5,0.498959586707131,21.267507,1
luma,tnk2---tsc2,tnk2,tsc2,tnk2 -> tsc2,0.00141307179754439,0.5,0.4985869282024556,121.399332,1
luma,smarcd1---tsc2,smarcd1,tsc2,smarcd1 -> tsc2,0.00141322279139328,0.5,0.4985867772086067,105.753304,1
luma,ccnd2---ncstn,ncstn,ccnd2,ncstn -> ccnd2,0.5,0.00166243627327747,0.49833756372672255,32.793397,1
luma,adgra2---nr2f1,nr2f1,adgra2,nr2f1 -> adgra2,0.5,0.00209241941549296,0.497907580584507,128.899608,1
luma,adgra2---plagl1,plagl1,adgra2,plagl1 -> adgra2,0.5,0.00209241941785483,0.4979075805821452,123.71136,1
luma,adgra2---map3k3,map3k3,adgra2,map3k3 -> adgra2,0.5,0.00209241943713013,0.4979075805628699,58.87961,1
luma,adgra2---cyp11a1,cyp11a1,adgra2,cyp11a1 -> adgra2,0.5,0.00209249429966852,0.4979075057003315,62.322342,1
luma,adgra2---mmp3,mmp3,adgra2,mmp3 -> adgra2,0.5,0.0021627933223655,0.4978372066776345,99.08912,1
luma,lifr---spry2,lifr,spry2,lifr -> spry2,0.0021655470718403,0.5,0.4978344529281597,89.682983,1
luma,adgra2---st7,st7,adgra2,st7 -> adgra2,0.5,0.00224923707449324,0.49775076292550674,55.53087,1
luma,birc6---ubr5,birc6,ubr5,birc6 -> ubr5,0.00403802921477829,0.5,0.4959619707852217,36.385128,1
luma,bmp7---col6a3,bmp7,col6a3,bmp7 -> col6a3,0.00426533752444213,0.5,0.49573466247555786,43.191304,1
luma,mmp15---sdc4,sdc4,mmp15,sdc4 -> mmp15,0.5,0.00495332716161427,0.4950466728383857,53.856809,1
luma,hdac1---spen,hdac1,spen,hdac1 -> spen,0.00516851044592109,0.5,0.4948314895540789,63.899297,1
luma,maml1---spry2,maml1,spry2,maml1 -> spry2,0.00518758550105515,0.5,0.49481241449894486,42.735907,1
luma,notch1---spen,notch1,spen,notch1 -> spen,0.00548770667856822,0.5,0.49451229332143176,65.339724,1
luma,akt1s1---jak1,akt1s1,jak1,akt1s1 -> jak1,0.00594327353842355,0.5,0.49405672646157645,75.883795,1
luma,akt1---tsc2,akt1,tsc2,akt1 -> tsc2,0.00623978060995505,0.5,0.49376021939004494,89.50275,1
luma,slc19a1---spry2,slc19a1,spry2,slc19a1 -> spry2,0.00657088833889769,0.5,0.4934291116611023,42.749358,1
luma,ccnb1---rad51,rad51,ccnb1,rad51 -> ccnb1,0.5,0.0073481078195105,0.4926518921804895,61.487549,1
luma,rbpj---sf3b1,rbpj,sf3b1,rbpj -> sf3b1,0.00760975955051906,0.5,0.49239024044948093,60.191006,1
luma,eif5a2---map4,map4,eif5a2,map4 -> eif5a2,0.5,0.0120492348110035,0.4879507651889965,55.876699,1
luma,casp8---eif5a2,casp8,eif5a2,casp8 -> eif5a2,0.0120538452077729,0.5,0.4879461547922271,69.87164,1
luma,e2f3---eif5a2,e2f3,eif5a2,e2f3 -> eif5a2,0.0120784445060486,0.5,0.4879215554939514,38.082906,1
luma,akt1s1---smad7,akt1s1,smad7,akt1s1 -> smad7,0.0131101371257319,0.5,0.4868898628742681,55.845294,1
luma,eif4e---rad51,rad51,eif4e,rad51 -> eif4e,0.5,0.0132625298091006,0.4867374701908994,36.208774,1
luma,eif5a2---runx1,runx1,eif5a2,runx1 -> eif5a2,0.5,0.0169449680634635,0.4830550319365365,58.461855,1
luma,map2k1---myc,myc,map2k1,myc -> map2k1,0.5,0.0201217856482722,0.4798782143517278,88.65354,1
luma,map2k1---map3k1,map3k1,map2k1,map3k1 -> map2k1,0.5,0.0202108974031854,0.4797891025968146,29.015119,1
luma,jak1---jak2,jak2,jak1,jak2 -> jak1,0.5,0.0203848443736698,0.4796151556263302,35.158576,1
luma,eif5a2---mmp11,eif5a2,mmp11,eif5a2 -> mmp11,0.0213057728278231,0.5,0.4786942271721769,71.168889,1
luma,chd1---ubr5,chd1,ubr5,chd1 -> ubr5,0.0215991658119835,0.5,0.4784008341880165,104.580919,1
luma,mmp1---mmp11,mmp1,mmp11,mmp1 -> mmp11,0.0216777774831281,0.5,0.4783222225168719,43.462674,1
luma,srd5a1---wfdc2,wfdc2,srd5a1,wfdc2 -> srd5a1,0.5,0.0244413822940196,0.4755586177059804,22.119331,1
luma,jak1---utrn,utrn,jak1,utrn -> jak1,0.5,0.0262493907403678,0.4737506092596322,35.703199,1
luma,rab25---sox9,sox9,rab25,sox9 -> rab25,0.5,0.0286743865291723,0.4713256134708277,36.245069,1
luma,hsd17b7---rab25,hsd17b7,rab25,hsd17b7 -> rab25,0.0288145364596378,0.5,0.4711854635403622,31.172877,1
luma,map2k1---rad51c,rad51c,map2k1,rad51c -> map2k1,0.5,0.053963002438879,0.44603699756112103,52.627888,1
luma,map2k4---srd5a1,map2k4,srd5a1,map2k4 -> srd5a1,0.0540937032393617,0.5,0.4459062967606383,37.688564,1
luma,igf1---pdgfra,igf1,pdgfra,igf1 -> pdgfra,0.0611293666908336,0.5,0.4388706333091664,283.684977,1
luma,mmp3---pdgfra,mmp3,pdgfra,mmp3 -> pdgfra,0.0611293666908336,0.5,0.4388706333091664,182.945001,1
luma,acvr1---pdgfra,acvr1,pdgfra,acvr1 -> pdgfra,0.0611293666908336,0.5,0.4388706333091664,162.807272,1
luma,acvr2a---pdgfra,acvr2a,pdgfra,acvr2a -> pdgfra,0.0611293666908336,0.5,0.4388706333091664,149.624123,1
luma,ccnd1---pdgfra,ccnd1,pdgfra,ccnd1 -> pdgfra,0.0611293667950922,0.5,0.4388706332049078,70.549299,1
luma,gata3---pdgfra,gata3,pdgfra,gata3 -> pdgfra,0.0611293772109657,0.5,0.4388706227890343,62.431512,1
luma,pdgfra---wfdc2,wfdc2,pdgfra,wfdc2 -> pdgfra,0.5,0.0611304652108128,0.4388695347891872,42.261371,1
luma,pdgfra---ptpn22,ptpn22,pdgfra,ptpn22 -> pdgfra,0.5,0.0611584415150017,0.4388415584849983,64.551007,1
luma,kdm6a---sf3b1,kdm6a,sf3b1,kdm6a -> sf3b1,0.0612415050434645,0.5,0.4387584949565355,79.658957,1
luma,ackr3---pdgfra,ackr3,pdgfra,ackr3 -> pdgfra,0.0630606801440138,0.5,0.4369393198559862,61.039208,1
luma,fam20c---ptprm,fam20c,ptprm,fam20c -> ptprm,0.0635599468803938,0.5,0.4364400531196062,71.69099,1
luma,eif5a2---fam20c,fam20c,eif5a2,fam20c -> eif5a2,0.5,0.0659028009150355,0.43409719908496447,39.66356,1
luma,hsd17b6---stmn2,stmn2,hsd17b6,stmn2 -> hsd17b6,0.5,0.0684873046600323,0.4315126953399677,73.246804,1
luma,hsd17b6---syne1,syne1,hsd17b6,syne1 -> hsd17b6,0.5,0.0690042707481054,0.4309957292518946,119.536327,1
luma,dab2---foxo3,foxo3,dab2,foxo3 -> dab2,0.5,0.0700560032563281,0.4299439967436719,66.002983,1
luma,ccnd1---hsd17b6,ccnd1,hsd17b6,ccnd1 -> hsd17b6,0.0731089278337595,0.5,0.4268910721662405,50.517479,1
luma,bcl2l1---ncor2,ncor2,bcl2l1,ncor2 -> bcl2l1,0.420880746765318,2.80734070992299e-4,0.42060001269432573,44.184833,1
luma,asxl2---spen,asxl2,spen,asxl2 -> spen,0.00510242183218245,0.412160443890287,0.40705802205810454,71.978961,1
luma,map2k2---mapk6,mapk6,map2k2,mapk6 -> map2k2 (weak),0.50801431550163,0.107921433761279,0.400092881740351,73.60346,1
luma,bcl2l1---notch2,notch2,bcl2l1,notch2 -> bcl2l1 (weak),0.5,0.10042804822728,0.39957195177272,26.128274,1
luma,map2k2---smad4,smad4,map2k2,smad4 -> map2k2 (weak),0.5,0.107921433388991,0.392078566611009,88.510382,1
luma,map2k2---tnk2,tnk2,map2k2,tnk2 -> map2k2 (weak),0.5,0.107921433393464,0.392078566606536,103.803573,1
luma,map2k2---mtor,mtor,map2k2,mtor -> map2k2 (weak),0.5,0.107921434678101,0.392078565321899,61.255518,1
luma,map2k2---notch3,notch3,map2k2,notch3 -> map2k2 (weak),0.5,0.107921442051713,0.392078557948287,76.74224,1
luma,map2k2---syne1,syne1,map2k2,syne1 -> map2k2 (weak),0.5,0.107975150538011,0.392024849461989,64.496818,1
luma,akt1s1---map2k2,akt1s1,map2k2,akt1s1 -> map2k2 (weak),0.108010099050742,0.5,0.391989900949258,76.588527,1
luma,map2k2---src,src,map2k2,src -> map2k2 (weak),0.5,0.109348624849613,0.390651375150387,69.353433,1
luma,ncoa3---ncor1,ncoa3,ncor1,ncoa3 -> ncor1 (weak),0.110290772479133,0.5,0.389709227520867,26.00349,1
luma,ncstn---nras,nras,ncstn,nras -> ncstn (weak),0.483132104746632,0.102015633144451,0.381116471602181,62.324315,1
luma,map2k2---nfkb2,nfkb2,map2k2,nfkb2 -> map2k2 (weak),0.5,0.126001879519254,0.373998120480746,68.381371,1
luma,gldc---rab25,gldc,rab25,gldc -> rab25 (weak),0.14467102573983,0.5,0.35532897426016996,18.145985,1
luma,pdgfra---tnk2,tnk2,pdgfra,tnk2 -> pdgfra (weak),0.5,0.145614132940031,0.354385867059969,61.27502,1
luma,bcl2l1---mapk3,mapk3,bcl2l1,mapk3 -> bcl2l1 (weak),0.5,0.168614140445143,0.331385859554857,55.963425,1
luma,map2k2---rps6kb2,map2k2,rps6kb2,map2k2 -> rps6kb2 (weak),0.170154709887901,0.5,0.329845290112099,49.402406,1
luma,eif5a2---ncoa3,ncoa3,eif5a2,ncoa3 -> eif5a2 (weak),0.5,0.172038754681434,0.32796124531856596,50.00567,1
luma,arid5b---ccnd1,arid5b,ccnd1,arid5b -> ccnd1 (weak),0.172331532439227,0.5,0.327668467560773,64.64609,1
luma,ccne1---rps6kb2,ccne1,rps6kb2,ccne1 -> rps6kb2 (weak),0.179079521742328,0.5,0.320920478257672,79.067288,1
luma,cdk6---pdgfra,cdk6,pdgfra,undirected,0.0611293666908349,0.293631584149259,0.2325022174584241,131.8204,1
lumb,ptk2---slc19a1,slc19a1,ptk2,slc19a1 -> ptk2,0.986628553123054,6.62748904505102e-4,0.9859658042185488,34.019723,1
lumb,notch3---pdgfrb,notch3,pdgfrb,notch3 -> pdgfrb,7.52907928414178e-6,0.969982460673724,0.9699749315944398,92.370085,1
lumb,ccnb1---dlec1,dlec1,ccnb1,dlec1 -> ccnb1,0.999884837711203,0.0390671016518041,0.9608177360593989,19.850606,1
lumb,asxl1---foxo3,foxo3,asxl1,foxo3 -> asxl1,0.928072643013414,0.00464800336774522,0.9234246396456688,42.290558,1
lumb,ncoa3---sdc4,sdc4,ncoa3,sdc4 -> ncoa3,0.930064829686142,0.0116576962909771,0.9184071333951649,30.607032,1
lumb,asxl2---map2k2,asxl2,map2k2,asxl2 -> map2k2,0.0815238934036945,0.997817212033128,0.9162933186294335,36.366972,1
lumb,ctcf---e2f4,e2f4,ctcf,e2f4 -> ctcf,0.909074971505304,6.68321579383277e-5,0.9090081393473657,30.834692,1
lumb,cyp19a1---thsd7a,thsd7a,cyp19a1,thsd7a -> cyp19a1 (weak),0.999857315322141,0.140066633071158,0.859790682250983,17.58382,1
lumb,mapk6---tnk2,mapk6,tnk2,mapk6 -> tnk2 (weak),0.10362953909479,0.886225568429354,0.782596029334564,44.150872,1
lumb,cbfb---erbb3,erbb3,cbfb,erbb3 -> cbfb,0.713967580037182,0.0327491332830481,0.6812184467541339,27.204328,1
lumb,cbfb---cdh1,cdh1,cbfb,cdh1 -> cbfb,0.658070034054563,5.3879593798391e-6,0.6580646460951831,48.025717,1
lumb,epcam---ncstn,ncstn,epcam,ncstn -> epcam (weak),0.725369355587026,0.114316591185347,0.611052764401679,50.107834,1
lumb,pdgfrb---plagl1,plagl1,pdgfrb,plagl1 -> pdgfrb,0.5,5.59860328793241e-10,0.4999999994401397,83.923441,1
lumb,pdgfrb---ptprm,ptprm,pdgfrb,ptprm -> pdgfrb,0.5,5.5986087547836e-10,0.4999999994401391,105.826156,1
lumb,hey2---pdgfrb,hey2,pdgfrb,hey2 -> pdgfrb,5.59894755645432e-10,0.5,0.49999999944010526,100.967477,1
lumb,dll1---pdgfrb,dll1,pdgfrb,dll1 -> pdgfrb,5.60002842735396e-10,0.5,0.4999999994399972,89.145869,1
lumb,pdgfrb---runx1,runx1,pdgfrb,runx1 -> pdgfrb,0.5,6.67270776030578e-10,0.4999999993327292,71.055765,1
lumb,notch1---pdgfrb,notch1,pdgfrb,notch1 -> pdgfrb,1.76218215714212e-6,0.5,0.49999823781784286,54.211627,1
lumb,arid5b---ccnd2,arid5b,ccnd2,arid5b -> ccnd2,6.77558851330802e-6,0.5,0.4999932244114867,47.80928,1
lumb,ncstn---rad51c,ncstn,rad51c,ncstn -> rad51c,0.00162343023734809,0.5,0.49837656976265193,20.121104,1
lumb,casp8---mapk14,mapk14,casp8,mapk14 -> casp8,0.5,0.00182992996566835,0.49817007003433167,60.430539,1
lumb,itgav---jak1,itgav,jak1,itgav -> jak1,0.00230407167915766,0.5,0.49769592832084236,51.539251,1
lumb,jak1---kdm6a,kdm6a,jak1,kdm6a -> jak1,0.5,0.00269890256729432,0.4973010974327057,29.036272,1
lumb,hdac9---thsd7a,hdac9,thsd7a,hdac9 -> thsd7a,0.00318820293814401,0.5,0.49681179706185596,43.239415,1
lumb,cdh1---rbl2,rbl2,cdh1,rbl2 -> cdh1,0.5,0.00335537744878548,0.4966446225512145,38.955377,1
lumb,asxl1---casp8,casp8,asxl1,casp8 -> asxl1,0.5,0.00425777442747952,0.49574222557252046,47.117805,1
lumb,arid2---kdm3a,kdm3a,arid2,kdm3a -> arid2,0.5,0.00508531436841864,0.49491468563158136,65.930982,1
lumb,ccnd1---ncor2,ccnd1,ncor2,ccnd1 -> ncor2,0.00527877829338423,0.5,0.49472122170661575,25.770927,1
lumb,ncoa3---ptprm,ptprm,ncoa3,ptprm -> ncoa3,0.5,0.00860234181687237,0.49139765818312764,23.334952,1
lumb,numbl---thsd7a,thsd7a,numbl,thsd7a -> numbl,0.5,0.00962710157396529,0.4903728984260347,35.003702,1
lumb,ncoa3---src,src,ncoa3,src -> ncoa3,0.5,0.00994562590311174,0.49005437409688823,39.952407,1
lumb,erbb3---tnk2,tnk2,erbb3,tnk2 -> erbb3,0.5,0.0324913292874476,0.4675086707125524,53.202303,1
lumb,map2k1---mmp19,mmp19,map2k1,mmp19 -> map2k1,0.5,0.0327848047064754,0.4672151952935246,20.401162,1
lumb,ncor2---pdgfrb,ncor2,pdgfrb,ncor2 -> pdgfrb,0.0380594370562148,0.5,0.4619405629437852,25.053684,1
lumb,tnk2---vegfa,vegfa,tnk2,vegfa -> tnk2,0.5,0.0475420847826782,0.4524579152173218,34.709653,1
lumb,asxl1---map3k3,map3k3,asxl1,map3k3 -> asxl1,0.5,0.0482170442000904,0.45178295579990957,29.893055,1
lumb,foxo3---notch3,foxo3,notch3,foxo3 -> notch3,0.0567115084285823,0.5,0.4432884915714177,49.849812,1
lumb,map3k1---pik3r1,pik3r1,map3k1,pik3r1 -> map3k1,0.5,0.0634328000566407,0.4365671999433593,38.994214,1
lumb,bmp5---utrn,bmp5,utrn,bmp5 -> utrn,0.0753838355487939,0.5,0.4246161644512061,29.848691,1
lumb,map2k2---men1,men1,map2k2,men1 -> map2k2,0.5,0.0821973549083877,0.4178026450916123,39.760158,1
lumb,ccne1---fancd2,fancd2,ccne1,fancd2 -> ccne1,0.5,0.0854141132079265,0.41458588679207353,31.197864,1
lumb,ccne1---map2k4,map2k4,ccne1,map2k4 -> ccne1,0.5,0.0955204894796802,0.40447951052031983,20.816052,1
lumb,arid2---rpgr,rpgr,arid2,rpgr -> arid2 (weak),0.5,0.104475123432062,0.395524876567938,60.58395,1
lumb,pdgfrb---st7,st7,pdgfrb,st7 -> pdgfrb (weak),0.5,0.106586594523602,0.393413405476398,29.709536,1
lumb,maml1---notch3,maml1,notch3,maml1 -> notch3 (weak),0.109528521461107,0.5,0.39047147853889297,45.716154,1
lumb,bche---map2k2,bche,map2k2,bche -> map2k2 (weak),0.110270074185963,0.5,0.389729925814037,18.171238,1
lumb,nt5e---syne1,syne1,nt5e,syne1 -> nt5e (weak),0.5,0.112609112606547,0.387390887393453,120.251188,1
lumb,epcam---kdm5a,kdm5a,epcam,kdm5a -> epcam (weak),0.5,0.114316591704308,0.38568340829569203,60.441557,1
lumb,akap9---epcam,akap9,epcam,akap9 -> epcam (weak),0.114322077830841,0.5,0.38567792216915897,25.277423,1
lumb,epcam---erbb4,erbb4,epcam,erbb4 -> epcam (weak),0.5,0.11432832518701,0.38567167481299003,30.301463,1
lumb,itgav---mapk6,itgav,mapk6,itgav -> mapk6 (weak),0.114409793648656,0.5,0.385590206351344,55.950736,1
lumb,nras---nt5e,nras,nt5e,nras -> nt5e (weak),0.11557484794849,0.5,0.38442515205151,33.379719,1
lumb,gata3---nt5e,gata3,nt5e,gata3 -> nt5e (weak),0.117651513951417,0.5,0.382348486048583,43.853789,1
lumb,ar---ncor2,ar,ncor2,ar -> ncor2 (weak),0.118264498604914,0.5,0.381735501395086,18.679075,1
lumb,pik3r1---runx1,pik3r1,runx1,pik3r1 -> runx1 (weak),0.12720817099486,0.5,0.37279182900513996,17.31874,1
lumb,setd2---tnk2,tnk2,setd2,tnk2 -> setd2 (weak),0.5,0.129134030365225,0.37086596963477503,63.946822,1
lumb,ncor2---smarcd1,smarcd1,ncor2,smarcd1 -> ncor2 (weak),0.5,0.130551264052373,0.369448735947627,29.823474,1
lumb,cbfb---nt5e,cbfb,nt5e,cbfb -> nt5e (weak),0.13613741955341,0.5,0.36386258044659003,38.487936,1
lumb,epcam---prkcq,prkcq,epcam,prkcq -> epcam (weak),0.5,0.141024743797133,0.35897525620286697,24.226565,1
lumb,herc2---setd2,herc2,setd2,herc2 -> setd2 (weak),0.151992108117451,0.5,0.348007891882549,30.456574,1
lumb,jak1---slc19a1,slc19a1,jak1,slc19a1 -> jak1 (weak),0.5,0.152907555115494,0.34709244488450597,24.097877,1
lumb,asxl2---taf1,taf1,asxl2,taf1 -> asxl2 (weak),0.5,0.155100157822968,0.344899842177032,27.26103,1
lumb,epcam---thsd7a,epcam,thsd7a,epcam -> thsd7a (weak),0.160015395027615,0.5,0.33998460497238503,32.064894,1
lumb,cdkn1a---map2k1,cdkn1a,map2k1,cdkn1a -> map2k1 (weak),0.16384164671455,0.5,0.33615835328544996,16.53428,1
lumb,jak1---nf2,nf2,jak1,nf2 -> jak1 (weak),0.5,0.168361468416,0.33163853158400003,26.550753,1
lumb,numbl---prkg1,prkg1,numbl,prkg1 -> numbl (weak),0.5,0.186057749913989,0.313942250086011,23.613085,1
